data point ID,annotator ID,label,original_text
967,adjudicated,2,"You all know this story. In the summer of 1950, Enrico Fermi, the Italian-American physicist and atomic-pile builder, went to lunch at Los Alamos National Laboratory and joined some colleagues there, and asked them a question: ""Where is everybody?"" This confused his colleagues, obviously, because they were sitting right there with him. And then he had to clarify that he wasn't talking about them. He was talking about the space aliens.You see, this was only a few years after the supposed flying saucer crash at Roswell, New Mexico. And even though that turned out to be nothing, nothing at all"
1365,adjudicated,1,"When my brother called me in December of 1998, he said, ""The news does not look good."" This is him on the screen. He'd just been diagnosed with ALS, which is a disease that the average lifespan is three years. It paralyzes you. It starts by killing the motor neurons in your spinal cord. And you go from being a healthy, robust 29-year-old male to someone that cannot breathe, cannot move, cannot speak.This has actually been, to me, a gift, because we began a journey to learn a new way of thinking about life. And even though Steven passed away"
2292,adjudicated,2,"At 7:45 a.m., I open the doors to a building dedicated to building, yet only breaks me down. I march down hallways cleaned up after me every day by regular janitors, but I never have the decency to honor their names. Lockers left open like teenage boys' mouths when teenage girls wear clothes that covers their insecurities but exposes everything else. Masculinity mimicked by men who grew up with no fathers, camouflage worn by bullies who are dangerously armed but need hugs. Teachers paid less than what it costs them to be here. Oceans of adolescents come here to receive"
2306,adjudicated,1,"""Even in purely non-religious terms, homosexuality represents a misuse of the sexual faculty. It is a pathetic little second-rate substitute for reality — a pitiable flight from life. As such, it deserves no compassion, it deserves no treatment as minority martyrdom, and it deserves not to be deemed anything but a pernicious sickness.""That's from Time magazine in 1966, when I was three years old. And last year, the president of the United States came out in favor of gay marriage.(Applause)And my question is, how did we get from there to here? How did an illness become an identity?When I was"
2999,adjudicated,1,"What is a parent?What is a parent?It's not an easy question. Today we have adoption, stepfamilies, surrogate mothers. Many parents face tough questions and tough decisions. Shall we tell our child about the sperm donation? If so, when? What words to use? Sperm donors are often referred to as ""biological fathers,"" but should we really be using the word ""father?""As a philosopher and social scientist, I have been studying these questions about the concept of parenthood. But today, I will talk to you about what I learned from talking to parents and children. I will show you that they know"
2192,adjudicated,2,"I'm a brain scientist, and as a brain scientist, I'm actually interested in how the brain learns, and I'm especially interested in a possibility of making our brains smarter, better and faster.This is in this context I'm going to tell you about video games. When we say video games, most of you think about children. It's true. Ninety percent of children do play video games. But let's be frank. When the kids are in bed, who is in front of the PlayStation? Most of you. The average age of a gamer is 33 years old, not eight years old, and"
1938,adjudicated,2,"(Music)Good afternoon.As you're all aware, we face difficult economic times. I come to you with a modest proposal for easing the financial burden.This idea came to me while talking to a physicist friend of mine at MIT. He was struggling to explain something to me: a beautiful experiment that uses lasers to cool down matter. Now he confused me from the very start, because light doesn't cool things down. It makes it hotter. It's happening right now. The reason that you can see me standing here is because this room is filled with more than 100 quintillion photons, and they're"
1029,adjudicated,2,"I became an inventor by accident. I was out of the air force in 1956. No, no, that's not true: I went in in 1956, came out in 1959, was working at the University of Washington, and I came up with an idea, from reading a magazine article, for a new kind of a phonograph tone arm. Now, that was before cassette tapes, C.D.s, DVDs — any of the cool stuff we've got now. And it was an arm that, instead of hinging and pivoting as it went across the record, went straight: a radial, linear tracking tone arm. And"
594,adjudicated,3,"Allison Hunt: My three minutes hasn't started yet, has it?Chris Anderson: No, you can't start the three minutes. Reset the three minutes, that's just not fair.AH: Oh my God, it's harsh up here. I mean I'm nervous enough as it is.But I am not as nervous as I was five weeks ago. Five weeks ago I had total hip replacement surgery. Do you know that surgery? Electric saw, power drill, totally disgusting unless you're David Bolinsky, in which case it's all truth and beauty. Sure David, if it's not your hip, it's truth and beauty.Anyway, I did have a really"
2081,adjudicated,3,"Everyone is both a learner and a teacher. This is me being inspired by my first tutor, my mom, and this is me teaching Introduction to Artificial Intelligence to 200 students at Stanford University.Now the students and I enjoyed the class, but it occurred to me that while the subject matter of the class is advanced and modern, the teaching technology isn't. In fact, I use basically the same technology as this 14th-century classroom. Note the textbook, the sage on the stage, and the sleeping guy in the back. (Laughter) Just like today.So my co-teacher, Sebastian Thrun, and I thought,"
1598,adjudicated,3,"Okay, I'm going to show you again something about our diets. And I would like to know what the audience is, and so who of you ever ate insects? That's quite a lot. (Laughter) But still, you're not representing the overall population of the Earth. (Laughter) Because there's 80 percent out there that really eats insects. But this is quite good.Why not eat insects? Well first, what are insects? Insects are animals that walk around on six legs. And here you see just a selection. There's six million species of insects on this planet, six million species. There's a few"
613,adjudicated,3,"I am very, very happy to be amidst some of the most — the lights are really disturbing my eyes and they're reflecting on my glasses. I am very happy and honored to be amidst very, very innovative and intelligent people. I have listened to the three previous speakers, and guess what happened? Every single thing I planned to say, they have said it here, and it looks and sounds like I have nothing else to say.(Laughter)But there is a saying in my culture that if a bud leaves a tree without saying something, that bud is a young one."
3051,adjudicated,3,"Have you ever heard the one about how breastfeeding is free?(Laughter)Yeah, it's pretty funny, because it's only free if we don't value women's time and energy. Any mother can tell you how much time and energy it takes to liquify her body — to literally dissolve herself —(Laughter)as she feeds this precious little cannibal.(Laughter)Milk is why mammals suck. At Arizona State University, in the Comparative Lactation Lab, I decode mothers' milk composition to understand its complexity and how it influences infant development. The most important thing that I've learned is that we do not do enough to support mothers and"
2378,adjudicated,1,"Democracy is in trouble, no question about that, and it comes in part from a deep dilemma in which it is embedded. It's increasingly irrelevant to the kinds of decisions we face that have to do with global pandemics, a cross-border problem; with HIV, a transnational problem; with markets and immigration, something that goes beyond national borders; with terrorism, with war, all now cross-border problems.In fact, we live in a 21st-century world of interdependence, and brutal interdependent problems, and when we look for solutions in politics and in democracy, we are faced with political institutions designed 400 years ago, autonomous,"
2741,adjudicated,3,"So if I told you that this was the face of pure joy, would you call me crazy? I wouldn't blame you, because every time I look at this Arctic selfie, I shiver just a little bit. I want to tell you a little bit about this photograph.I was swimming around in the Lofoten Islands in Norway, just inside the Arctic Circle, and the water was hovering right at freezing. The air? A brisk -10 with windchill, and I could literally feel the blood trying to leave my hands, feet and face, and rush to protect my vital organs. It"
2023,adjudicated,1,"I call myself a body architect. I trained in classical ballet and have a background in architecture and fashion. As a body architect, I fascinate with the human body and explore how I can transform it.I worked at Philips Electronics in the far-future design research lab, looking 20 years into the future. I explored the human skin, and how technology can transform the body. I worked on concepts like an electronic tattoo, which is augmented by touch, or dresses that blushed and shivered with light. I started my own experiments. These were the low-tech approaches to the high-tech conversations I"
2326,adjudicated,1,"I do want to test this question we're all interested in: Does extinction have to be forever?I'm focused on two projects I want to tell you about. One is the Thylacine Project. The other one is the Lazarus Project, and that's focused on the gastric-brooding frog. And it would be a fair question to ask, why have we focused on these two animals? Well, point number one, each of them represents a unique family of its own. We've lost a whole family. That's a big chunk of the global genome gone. I'd like it back. The second reason is that"
767,adjudicated,3,"A great way to start, I think, with my view of simplicity is to take a look at TED. Here you are, understanding why we're here, what's going on with no difficulty at all. The best A.I. in the planet would find it complex and confusing, and my little dog Watson would find it simple and understandable but would miss the point. (Laughter) He would have a great time. And of course, if you're a speaker here, like Hans Rosling, a speaker finds this complex, tricky. But in Hans Rosling's case, he had a secret weapon yesterday, literally, in his"
650,adjudicated,1,(Applause)(Music)(Applause)
2590,adjudicated,1,"In Kenya, 1984 is known as the year of the cup, or the goro goro. The goro goro is a cup used to measure two kilograms of maize flower on the market, and the maize flower is used to make ugali, a polenta-like cake that is eaten together with vegetables. Both the maize and the vegetables are grown on most Kenyan farms, which means that most families can feed themselves from their own farm. One goro goro can feed three meals for an average family, and in 1984, the whole harvest could fit in one goro goro. It was and"
3122,adjudicated,1,"The philosopher Plato once said, ""Music gives a soul to the universe, wings to the mind, flight to the imagination and life to everything."" Music has always been a big part of my life. To create and to perform music connects you to people countries and lifetimes away. It connects you to the people you're playing with, to your audience and to yourself. When I'm happy, when I'm sad, when I'm bored, when I'm stressed, I listen to and I create music.When I was younger, I played piano; later, I took up guitar. And as I started high school, music"
2748,adjudicated,1,"In 2011, during the final six months of Kim Jong-Il's life, I lived undercover in North Korea.I was born and raised in South Korea, their enemy. I live in America, their other enemy.Since 2002, I had visited North Korea a few times. And I had come to realize that to write about it with any meaning, or to understand the place beyond the regime's propaganda, the only option was total immersion. So I posed as a teacher and a missionary at an all-male university in Pyongyang.The Pyongyang University of Science and Technology was founded by Evangelical Christians who cooperate with"
3130,adjudicated,1,"These are some photos of me volunteering in a Cambodian orphanage in 2006. When these photos were taken, I thought I was doing a really good thing and that I was really helping those kids. I had a lot to learn.It all started for me when I was 19 years old and went backpacking through Southeast Asia. When I reached Cambodia, I felt uncomfortable being on holiday surrounded by so much poverty and wanted to do something to give back. So I visited some orphanages and donated some clothes and books and some money to help the kids that I"
2445,adjudicated,1,"Some of my most wonderful memories of childhood are of spending time with my grandmother, Mamar, in our four-family home in Brooklyn, New York. Her apartment was an oasis. It was a place where I could sneak a cup of coffee, which was really warm milk with just a touch of caffeine. She loved life. And although she worked in a factory, she saved her pennies and she traveled to Europe. And I remember poring over those pictures with her and then dancing with her to her favorite music.And then, when I was eight and she was 60, something changed."
1720,adjudicated,2,"Mark Zuckerberg, a journalist was asking him a question about the news feed. And the journalist was asking him, ""Why is this so important?"" And Zuckerberg said, ""A squirrel dying in your front yard may be more relevant to your interests right now than people dying in Africa."" And I want to talk about what a Web based on that idea of relevance might look like.So when I was growing up in a really rural area in Maine, the Internet meant something very different to me. It meant a connection to the world. It meant something that would connect us"
3039,adjudicated,1,"Why do we think that stories by men are deemed to be of universal importance, and stories by women are thought to be merely about women?My grandmother left school when she was 12. She had 14 children. My mother left school when she was 15. She was a secretary. I graduated from university to become a theater director, and that progress is entirely to do with the fact that people I'll never meet fought for women to have rights, get the vote, get education, have progress. And I'm determined to do the same, and obviously you are, too. Why not?(Applause)So"
523,adjudicated,2,"If you'd like to learn how to play the lobster, we have some here. And that's not a joke, we really do. So come up afterwards and I'll show you how to play a lobster.So, actually, I started working on what's called the mantis shrimp a few years ago because they make sound. This is a recording I made of a mantis shrimp that's found off the coast of California. And while that's an absolutely fascinating sound, it actually turns out to be a very difficult project. And while I was struggling to figure out how and why mantis shrimp,"
2369,adjudicated,1,"You may want to take a closer look. There's more to this painting than meets the eye. And yes, it's an acrylic painting of a man, but I didn't paint it on canvas. I painted it directly on top of the man.What I do in my art is I skip the canvas altogether, and if I want to paint your portrait, I'm painting it on you, physically on you. That also means you're probably going to end up with an earful of paint, because I need to paint your ear on your ear. Everything in this scene, the person, the"
3099,adjudicated,2,"So, a few years ago I heard an interesting rumor. Apparently, the head of a large pet food company would go into the annual shareholder's meeting with can of dog food. And he would eat the can of dog food. And this was his way of convincing them that if it was good enough for him, it was good enough for their pets. This strategy is now known as ""dogfooding,"" and it's a common strategy in the business world. It doesn't mean everyone goes in and eats dog food, but businesspeople will use their own products to demonstrate that they"
1703,adjudicated,1,"How often do we hear that people just don't care? How many times have you been told that real, substantial change isn't possible because most people are too selfish, too stupid or too lazy to try to make a difference in their community? I propose to you today that apathy as we think we know it doesn't actually exist; but rather, that people do care, but that we live in a world that actively discourages engagement by constantly putting obstacles and barriers in our way.I'll give you some examples of what I mean. Let's start with city hall. You ever"
2914,adjudicated,1,"So this is James Risen. You may know him as the Pulitzer Prize-winning reporter for The New York Times. Long before anybody knew Edward Snowden's name, Risen wrote a book in which he famously exposed that the NSA was illegally wiretapping the phone calls of Americans. But it's another chapter in that book that may have an even more lasting impact. In it, he describes a catastrophic US intelligence operation in which the CIA quite literally handed over blueprints of a nuclear bomb to Iran. If that sounds crazy, go read it. It's an incredible story.But you know who didn't"
2493,adjudicated,2,"Let me start by asking you a question, just with a show of hands: Who has an iPhone? Who has an Android phone? Who has a Blackberry? Who will admit in public to having a Blackberry? (Laughter)And let me guess, how many of you, when you arrived here, like me, went and bought a pay-as-you-go SIM card? Yeah? I'll bet you didn't even know you're using African technology. Pay-as-you-go was a technology, or an idea, pioneered in Africa by a company called Vodacom a good 15 years ago, and now, like franchising, pay-as-you-go is one of the most dominant forces"
2640,adjudicated,2,"Well, good afternoon. How many of you took the ALS Ice Bucket Challenge? (Applause) Woo hoo! Well, I have to tell you, from the bottom of our hearts, thank you so very, very much. Do you know to date the ALS Association has raised 125 million dollars? Woo hoo! (Applause)It takes me back to the summer of 2011. My family, my kids had all grown up. We were officially empty nesters, and we decided, let's go on a family vacation. Jenn, my daughter, and my son-in-law came down from New York. My youngest, Andrew, he came down from his home"
414,adjudicated,2,"We're going to talk — my — a new lecture, just for TED — and I'm going show you some illusions that we've created for TED, and I'm going to try to relate this to happiness. What I was thinking about with happiness is, what gives happiness — or happiness, which I equate with joy in my particular area, and I think there's something very fundamental. And I was thinking about this. And it's in terms of both illusions and movies that we go see and jokes and magic shows is that there's something about these things where our expectations"
1018,adjudicated,1,"Sixty-five million years ago, a very important and catastrophic event changed the course of life on land. And although we know that the land animals I'm going to talk about are just the scum of the Earth on the land — the little bits of land floating around — but they are important to us because they're sort of in our scale of experience from millimeters to meters. And these animals disappeared, and a separate life, mammals, radiated out to take their place. And so, we know this in extraordinary detail. And so this is a core from near Bermuda."
2523,adjudicated,1,"The Olympic motto is ""Citius, Altius, Fortius."" Faster, Higher, Stronger. And athletes have fulfilled that motto rapidly. The winner of the 2012 Olympic marathon ran two hours and eight minutes. Had he been racing against the winner of the 1904 Olympic marathon, he would have won by nearly an hour and a half. Now we all have this feeling that we're somehow just getting better as a human race, inexorably progressing, but it's not like we've evolved into a new species in a century. So what's going on here? I want to take a look at what's really behind this"
1691,adjudicated,1,"The idea behind the Stuxnet computer worm is actually quite simple. We don't want Iran to get the bomb. Their major asset for developing nuclear weapons is the Natanz uranium enrichment facility. The gray boxes that you see, these are real-time control systems. Now if we manage to compromise these systems that control drive speeds and valves, we can actually cause a lot of problems with the centrifuge. The gray boxes don't run Windows software; they are a completely different technology. But if we manage to place a good Windows virus on a notebook that is used by a maintenance"
1323,adjudicated,1,"I'm going to show you how terrorism actually interacts with our daily life. 15 years ago I received a phone call from a friend. At the time he was looking after the rights of political prisoners in Italian jails. He asked me if I wanted to interview the Red Brigades. Now, as many of you may remember, the Red Brigades was a terrorist, Marxist organization which was very active in Italy from the 1960s until the mid-1980s. As part of their strategy the Red Brigades never spoke with anybody, not even with their lawyers. They sat in silence through their"
2109,adjudicated,2,"Hi. This is my mobile phone. A mobile phone can change your life, and a mobile phone gives you individual freedom. With a mobile phone, you can shoot a crime against humanity in Syria. With a mobile phone, you can tweet a message and start a protest in Egypt. And with a mobile phone, you can record a song, load it up to SoundCloud and become famous. All this is possible with your mobile phone.I'm a child of 1984, and I live in the city of Berlin. Let's go back to that time, to this city. Here you can see"
3125,adjudicated,1,"Someday, we may have robots as smart as people, artificial intelligence, AI. How could that happen? One route is that we'll just keep accumulating better software, like we've been doing for 70 years. At past rates of progress, that may take centuries. Some say it'll happen a lot faster as we discover grand new powerful theories of intelligence. I'm skeptical.But a third scenario is what I'm going to talk about today. The idea is to port the software from the human brain. To do this, we're going to need three technologies to be good enough, and none of them are"
2837,adjudicated,2,"I'm an underwater explorer, more specifically a cave diver.I wanted to be an astronaut when I was a little kid, but growing up in Canada as a young girl, that wasn't really available to me. But as it turns out, we know a lot more about space than we do about the underground waterways coursing through our planet, the very lifeblood of Mother Earth. So I decided to do something that was even more remarkable. Instead of exploring outer space, I wanted to explore the wonders of inner space.Now, a lot of people will tell you that cave diving is"
2918,adjudicated,1,"What do you see? Most of you see a barbershop, but I see an opportunity: an opportunity for health, an opportunity for health equity.For black men, the barbershop is not just a place where you get your hair cut or your beard trimmed. No, it's much more than that. Historically, the barbershop has been a safe haven for black men. It's a place where we go for friendship, solidarity and solace. It's a place where we go to get away from the stress of the grind of work and sometimes home life. It's a place where we don't have to"
2942,adjudicated,1,"""Mom, who are these people?"" It was an innocent question from my young daughter Alia around the time when she was three. We were walking along with my husband in one of Abu Dhabi's big fancy malls. Alia was peering at a huge poster standing tall in the middle of the mall. It featured the three rulers of the United Arab Emirates. As she tucked in my side, I bent down and explained that these were the rulers of the UAE who had worked hard to develop their nation and preserve its unity. She asked, ""Mom, why is it that"
3141,adjudicated,3,"When someone mentions Cuba, what do you think about? Classic, classic cars? Perhaps good cigars? Maybe you think of a famous baseball player. What about when somebody mentions North Korea? You think about those missile tests, maybe their notorious leader or his good friend, Dennis Rodman.(Laughter)One thing that likely doesn't come to mind is a vision of a country, an open economy, whose citizens have access to a wide range of affordable consumer products.I'm not here to argue how these countries got to where they are today. I simply want to use them as an example of countries and citizens"
1006,adjudicated,2,"What I'd like you to do is, just really quickly, is just, sort of, nod to the person on your right, and then nod to the person on your left. (Laughter) Now, chances are that over the last winter, if you had been a beehive, either you or one of the two people you just nodded at would have died. Now, that's an awful lot of bees. And this is the second year in a row we have lost over 30 percent of the colonies, or we estimate we've lost 30 percent of the colonies over the winter.Now, that's a"
2717,adjudicated,3,"This is a kindergarten we designed in 2007. We made this kindergarten to be a circle. It's a kind of endless circulation on top of the roof. If you are a parent, you know that kids love to keep making circles. This is how the rooftop looks.And why did we design this? The principal of this kindergarten said, ""No, I don't want a handrail."" I said, ""It's impossible."" But he insisted: ""How about having a net sticking out from the edge of the roof? So that it can catch the children falling off?"" (Laughter) I said, ""It's impossible.""And of course,"
1249,adjudicated,2,"Good morning. I think, as a grumpy Eastern European, I was brought in to play the pessimist this morning. So bear with me. Well, I come from the former Soviet Republic of Belarus, which, as some of you may know, is not exactly an oasis of liberal democracy. So that's why I've always been fascinated with how technology could actually reshape and open up authoritarian societies like ours.So, I'm graduating college and, feeling very idealistic, I decided to join the NGO which actually was using new media to promote democracy and media reform in much of the former Soviet Union."
2985,adjudicated,1,"Last year, three of my family members were gruesomely murdered in a hate crime. It goes without saying that it's really difficult for me to be here today, but my brother Deah, his wife Yusor, and her sister Razan don't give me much of a choice. I'm hopeful that by the end of this talk you will make a choice, and join me in standing up against hate.It's December 27, 2014: the morning of my brother's wedding day. He asks me to come over and comb his hair in preparation for his wedding photo shoot. A 23-year-old, six-foot-three basketball, particularly"
2980,adjudicated,2,"When you come to TEDx, you always think about technology, the world changing, becoming more innovative. You think about the driverless. Everyone's talking about driverless cars these days, and I love the concept of a driverless car, but when I go in one, you know, I want it really slow, I want access to the steering wheel and the brake, just in case. I don't know about you, but I am not ready for a driverless bus. I am not ready for a driverless airplane.How about a driverless world? And I ask you that because we are increasingly in one.It's"
3097,adjudicated,1,"I'm a journalist, and I'm an immigrant. And these two conditions define me.I was born in Mexico, but I've spent more than half my life reporting in the United States, a country which was itself created by immigrants. As a reporter and as a foreigner, I've learned that neutrality, silence and fear aren't the best options — not in journalism, nor in life. Neutrality is often an excuse that we journalists use to hide from our true responsibility. What is that responsibility? It is to question and to challenge those in positions of power. That's what journalism is for.That's the"
1783,adjudicated,1,"My name is Emiliano Salinas and I'm going to talk about the role we members of society play in the violent atmosphere this country is living in right now. I was born in 1976. I grew up in a traditional Mexican family. As a child, I had a pretty normal life: I would go to school, play with my friends and cousins. But then my father became President of Mexico and my life changed.What I'm about to say, at least some of what I'm about to say, will cause controversy. Firstly, because I'm the one who's going to say it."
587,adjudicated,1,"So I really consider myself a storyteller. But I don't really tell stories in the usual way, in the sense that I don't usually tell my own stories. Instead, I'm really interested in building tools that allow large numbers of other people to tell their stories, people all around the world. I do this because I think that people actually have a lot in common. I think people are very similar, but I also think that we have trouble seeing that.You know, as I look around the world I see a lot of gaps, and I think we all see"
1906,adjudicated,2,"The night before I was heading for Scotland, I was invited to host the final of ""China's Got Talent"" show in Shanghai with the 80,000 live audience in the stadium. Guess who was the performing guest? Susan Boyle. And I told her, ""I'm going to Scotland the next day."" She sang beautifully, and she even managed to say a few words in Chinese: 送你葱 So it's not like ""hello"" or ""thank you,"" that ordinary stuff. It means ""green onion for free."" Why did she say that? Because it was a line from our Chinese parallel Susan Boyle — a 50-some"
2608,adjudicated,1,"Women represent 50 percent of middle management and professional positions, but the percentages of women at the top of organizations represent not even a third of that number. So some people hear that statistic and they ask, why do we have so few women leaders? But I look at that statistic and, if you, like me, believe that leadership manifests at every level, you would see that there's a tremendous, awesome resource of leaders who are leading in middle management, which raises a different question: Why are there so many women mired in the middle and what has to happen"
2811,adjudicated,1,"A few years ago, I broke into my own house. I had just driven home, it was around midnight in the dead of Montreal winter, I had been visiting my friend, Jeff, across town, and the thermometer on the front porch read minus 40 degrees — and don't bother asking if that's Celsius or Fahrenheit, minus 40 is where the two scales meet — it was very cold. And as I stood on the front porch fumbling in my pockets, I found I didn't have my keys. In fact, I could see them through the window, lying on the dining"
2757,adjudicated,1,"A few years ago, my mom developed rheumatoid arthritis. Her wrists, knees and toes swelled up, causing crippling, chronic pain. She had to file for disability. She stopped attending our local mosque. Some mornings it was too painful for her to brush her teeth. I wanted to help. But I didn't know how. I'm not a doctor.So, what I am is a historian of medicine. So I started to research the history of chronic pain. Turns out, UCLA has an entire history of pain collection in their archives. And I found a story — a fantastic story — of a"
983,adjudicated,2,"This is a guy named Bob McKim. He was a creativity researcher in the '60s and '70s, and also led the Stanford Design Program. And in fact, my friend and IDEO founder, David Kelley, who’s out there somewhere, studied under him at Stanford. And he liked to do an exercise with his students where he got them to take a piece of paper and draw the person who sat next to them, their neighbor, very quickly, just as quickly as they could.And in fact, we’re going to do that exercise right now. You all have a piece of cardboard and"
3131,adjudicated,1,"Today, I'm going to talk about AI and us. AI researchers have always said that we humans do not need to worry, because only menial jobs will be taken over by machines. Is that really true? They have also said that AI will create new jobs, so those who lose their jobs will find a new one. Of course. But the real question is: How many of those who may lose their jobs to AI will be able to land a new one, especially when AI is smart enough to learn better than most of us?Let me ask you a"
2496,adjudicated,3,"Chris Anderson: The rights of citizens, the future of the Internet. So I would like to welcome to the TED stage the man behind those revelations, Ed Snowden. (Applause) Ed is in a remote location somewhere in Russia controlling this bot from his laptop, so he can see what the bot can see. Ed, welcome to the TED stage. What can you see, as a matter of fact?Edward Snowden: Ha, I can see everyone. This is amazing. (Laughter)CA: Ed, some questions for you. You've been called many things in the last few months. You've been called a whistleblower, a traitor,"
1077,adjudicated,1,"So, my question: are we alone?The story of humans is the story of ideas — scientific ideas that shine light into dark corners, ideas that we embrace rationally and irrationally, ideas for which we've lived and died and killed and been killed, ideas that have vanished in history, and ideas that have been set in dogma. It's a story of nations, of ideologies, of territories, and of conflicts among them. But, every moment of human history, from the Stone Age to the Information Age, from Sumer and Babylon to the iPod and celebrity gossip, they've all been carried out —"
1514,adjudicated,1,"Well, indeed, I'm very, very lucky. My talk essentially got written by three historic events that happened within days of each other in the last two months — seemingly unrelated, but as you will see, actually all having to do with the story I want to tell you today. The first one was actually a funeral — to be more precise, a reburial. On May 22nd, there was a hero's reburial in Frombork, Poland of the 16th-century astronomer who actually changed the world. He did that, literally, by replacing the Earth with the Sun in the center of the Solar"
2477,adjudicated,1,"Almost two years ago, I was driving in my car in Germany, and I turned on the radio. Europe at the time was in the middle of the Euro crisis, and all the headlines were about European countries getting downgraded by rating agencies in the United States. I listened and thought to myself, ""What are these rating agencies, and why is everybody so upset about their work?""Well, if you were sitting next to me in the car that day and would have told me that I would devote the next years to trying to reform them, obviously I would have"
3114,adjudicated,2,"Before I get to bulk of what I have to say, I feel compelled just to mention a couple of things about myself. I am not some mystical, spiritual sort of person. I'm a science writer. I studied physics in college. I used to be a science correspondent for NPR. OK, that said: in the course of working on a story for NPR, I got some advice from an astronomer that challenged my outlook, and frankly, changed my life.You see, the story was about an eclipse, a partial solar eclipse that was set to cross the country in May of"
850,adjudicated,1,"I don't speak English. I start speaking English, learning English, about a year ago. I speak French and I grew up with French, so my English is Franglais. I'm born in the Western Congo, in an area around here, and then went to university in Kisangani. And after I finished, I went to this area, the Ituri Forest. But what I've been doing — when I was about 14, I grew in my uncle's house. And my father was a soldier, and my uncle was a fisherman and also a poacher. What I've been doing from 14 to 17 was,"
2399,adjudicated,1,"I've spent my life working on sustainability. I set up a climate change NGO called The Climate Group. I worked on forestry issues in WWF. I worked on development and agriculture issues in the U.N. system. About 25 years in total, and then three years ago, I found myself talking to IKEA's CEO about joining his team. Like many people here, well, I want to maximize my personal impact in the world, so I'm going to explain why I joined the team there.But first, let's just take three numbers.The first number is three: three billion people. This is the number"
534,adjudicated,1,"I am a vicar in the Church of England. I've been a priest in the Church for 20 years. For most of that time, I've been struggling and grappling with questions about the nature of God. Who is God? And I'm very aware that when you say the word ""God,"" many people will turn off immediately. And most people, both within and outside the organized church, still have a picture of a celestial controller, a rule maker, a policeman in the sky who orders everything, and causes everything to happen. He will protect his own people, and answer the prayers"
3119,adjudicated,2,"Hi everyone. So, I'm going to take us back to 2007. I'd just spent about six months working on album that I'd poured my heart and my soul into, and it was getting about three plays per day on Myspace at the time, and I was getting more and more depressed when I started noticing these other people who were playing guitar and singing and putting videos on this new site called YouTube, and they were getting 300,000 views. So I decided I'm going to start making some Youtube videos. And one day they featured a video of my band"
1305,adjudicated,1,"The future, as we know it, is very unpredictable. The best minds in the best institutions generally get it wrong. This is in technology. This is in the area of politics, where pundits, the CIA, MI6 always get it wrong. And it's clearly in the area of finance. With institutions established to think about the future, the IMF, the BIS, the Financial Stability Forum, couldn't see what was coming. Over 20,000 economists whose job it is, competitive entry to get there, couldn't see what was happening.Globalization is getting more complex. And this change is getting more rapid. The future will"
1353,adjudicated,1,"Can geographic information make you healthy? In 2001 I got hit by a train. My train was a heart attack. I found myself in a hospital in an intensive-care ward, recuperating from emergency surgery. And I suddenly realized something: that I was completely in the dark. I started asking my questions, ""Well, why me?"" ""Why now?"" ""Why here?"" ""Could my doctor have warned me?""So, what I want to do here in the few minutes I have with you is really talk about what is the formula for life and good health. Genetics, lifestyle and environment. That's going to sort of"
1022,adjudicated,3,"Of the five senses, vision is the one that I appreciate the most, and it's the one that I can least take for granted. I think this is partially due to my father, who was blind. It was a fact that he didn't make much of a fuss about, usually. One time in Nova Scotia, when we went to see a total eclipse of the sun —(Laughter)Yeah, same one as in the Carly Simon song, which may or may not refer to James Taylor, Warren Beatty or Mick Jagger; we're not really sure. They handed out these dark plastic viewers"
2838,adjudicated,1,"I believe that the secret to producing extremely drought-tolerant crops, which should go some way to providing food security in the world, lies in resurrection plants, pictured here, in an extremely droughted state. You might think that these plants look dead, but they're not. Give them water, and they will resurrect, green up, start growing, in 12 to 48 hours.Now, why would I suggest that producing drought-tolerant crops will go towards providing food security? Well, the current world population is around 7 billion. And it's estimated that by 2050, we'll be between 9 and 10 billion people, with the bulk"
2867,adjudicated,2,"Today I wanted to — well, this morning — I want to talk about the future of human-driven transportation; about how we can cut congestion, pollution and parking by getting more people into fewer cars; and how we can do it with the technology that's in our pockets. And yes, I'm talking about smartphones ... not self-driving cars.But to get started we've got to go back over 100 years. Because it turns out there was an Uber way before Uber. And if it had survived, the future of transportation would probably already be here.So let me introduce you to the"
1344,adjudicated,1,"Hi. For those of you who haven't seen dancing bears, these are the dancing bears. In 1995, we started working on a two-year investigative research project to try and find out what was going on. Because the sloth bears in the wild were obviously getting depleted because of this. This is the Qalandar community. They are a marginalized Islamic community who live across India, and have been in India since the 13th century.We went about getting evidence of what was going on. And this is footage from a hidden camera in a button. And we went in, pretending to be"
1918,adjudicated,2,"Hi there. I'm Hasan. I'm an artist. And usually when I tell people I'm an artist, they just look at me and say, ""Do you paint?"" or ""What kind of medium do you work in?"" Well most of my work that I work with is really a little bit about methodologies of working rather than actually a specific discipline or a specific technique. So what I'm really interested in is creative problem solving. And I had a little bit of a problem a few years ago. So let me show you a little of that.So it started over here. And"
2171,adjudicated,1,"In 1975, I met in Florence a professor, Carlo Pedretti, my former professor of art history, and today a world-renowned scholar of Leonardo da Vinci. Well, he asked me if I could find some technological way to unfold a five-centuries-old mystery related to a lost masterpiece by Leonardo da Vinci, the ""Battle of Anghiari,"" which is supposed to be located in the Hall of the 500 in Palazzo Vecchio, in Florence. Well, in the mid-'70s, there were not great opportunities for a bioengineer like me, especially in Italy, and so I decided, with some researchers from the United States and"
